X,Y,TSEVENT_ID,YEAR,DATE_STRIN,LATITUDE,LONGITUDE,LOCATION_N,AREA,COUNTRY,REGION_COD,EVENT_RE_1
131.667,32.433,2253,1995,10/18/95,32.433,131.667,HOSOSHIMA,MIYAZAKI,JAPAN,85,Japan
129.85,29.85,2254,1995,10/19/95,29.85,129.85,NAKANO ISLAND,KAGOSHIMA,JAPAN,85,Japan
131,30.733,2254,1995,10/19/95,30.733,131,NISHINOOMOTE,KAGOSHIMA,JAPAN,85,Japan
134.167,33.267,2254,1995,10/19/95,33.267,134.167,MUROTOMISAKI,KOCHI,JAPAN,85,Japan
132.9589,32.7792,2254,1995,10/19/95,32.7792,132.9589,TOSA-SHIMIZU,KOCHI,JAPAN,85,Japan
131.667,32.433,2249,1995,7/30/95,32.433,131.667,HYUGA-SHIRAHAMA,MIYAZAKI,JAPAN,85,West Coast of South America
133.55,33.55,2249,1995,7/30/95,33.55,133.55,KOCHI,KOCHI,JAPAN,85,West Coast of South America
131.417,31.583,2249,1995,7/30/95,31.583,131.417,ABURATSU,MIYAZAKI,JAPAN,85,West Coast of South America
131.667,32.433,2249,1995,7/30/95,32.433,131.667,HOSOSHIMA,MIYAZAKI,JAPAN,85,West Coast of South America
134.583,34.017,2249,1995,7/30/95,34.017,134.583,KOMATSUSHIMA,TOKUSHIMA,JAPAN,85,West Coast of South America
130.148,28.094,0,1995,10/19/95,28.094,130.148,RYUKYU ISLANDS, ,JAPAN,85, 
130.175,27.929,0,1995,10/18/95,27.929,130.175,RYUKYU ISLANDS, ,JAPAN,85, 
134.167,33.267,2253,1995,10/18/95,33.267,134.167,MUROTOMISAKI,KOCHI,JAPAN,85,Japan
129.968,28.281,2253,1995,10/18/95,28.281,129.968,"URABARU, KIKAI ISLAND",KAGOSHIMA,JAPAN,85,Japan
-78.833,-33.6217,2249,1995,7/30/95,-33.6217,-78.833,JUAN FERNANDEZ ISLAND,VALPARAISO,CHILE,89,West Coast of South America
-73.1063,-36.6953,2249,1995,7/30/95,-36.6953,-73.1063,TALCAHUANO,CONCEPCION,CHILE,89,West Coast of South America
140.867,35.75,2257,1995,12/3/95,35.75,140.867,CHOSHI,CHIBA,JAPAN,85,Kamchatka and Kuril Islands
140.867,35.75,2253,1995,10/18/95,35.75,140.867,CHOSHI,CHIBA,JAPAN,85,Japan
140.9,36.933,2257,1995,12/3/95,36.933,140.9,ONAHAMA,FUKUSHIMA,JAPAN,85,Kamchatka and Kuril Islands
140.9,36.933,2249,1995,7/30/95,36.933,140.9,ONAHAMA,FUKUSHIMA,JAPAN,85,West Coast of South America
140.867,35.75,2249,1995,7/30/95,35.75,140.867,CHOSHI,CHIBA,JAPAN,85,West Coast of South America
139.767,33.1,2253,1995,10/18/95,33.1,139.767,"YAENE, HACHIJO ISLAND",TOKYO,JAPAN,85,Japan
139.767,33.1,2249,1995,7/30/95,33.1,139.767,"YAENE, HACHIJO ISLAND",TOKYO,JAPAN,85,West Coast of South America
139.825,34.9189,2253,1995,10/18/95,34.9189,139.825,MERA,CHIBA,JAPAN,85,Japan
139.133,34.217,2253,1995,10/18/95,34.217,139.133,KOZUSHIMA,"IZU-OSHIMA, TOKYO",JAPAN,85,Japan
138.883,34.617,2253,1995,10/18/95,34.617,138.883,MINAMI-IZU,SHIZUOKA,JAPAN,85,Japan
138.2222,34.6083,2253,1995,10/18/95,34.6083,138.2222,OMAEZAKI,SHIZUOKA,JAPAN,85,Japan
139.8,33.133,2253,1995,10/18/95,33.133,139.8,KAMINATO,TOKYO,JAPAN,85,Japan
139.383,34.783,2253,1995,10/18/95,34.783,139.383,OKADA,TOKYO,JAPAN,85,Japan
139.767,33.1,2253,1995,10/18/95,33.1,139.767,"YAENE, HACHIJO ISLAND",TOKYO,JAPAN,85,Japan
139.133,34.217,2254,1995,10/19/95,34.217,139.133,KOZUSHIMA,"IZU-OSHIMA, TOKYO",JAPAN,85,Japan
138.883,34.617,2254,1995,10/19/95,34.617,138.883,MINAMI-IZU,SHIZUOKA,JAPAN,85,Japan
138.2222,34.6083,2254,1995,10/19/95,34.6083,138.2222,OMAEZAKI,SHIZUOKA,JAPAN,85,Japan
139.8,33.133,2254,1995,10/19/95,33.133,139.8,KAMINATO,TOKYO,JAPAN,85,Japan
139.383,34.783,2254,1995,10/19/95,34.783,139.383,OKADA,TOKYO,JAPAN,85,Japan
139.767,33.1,2254,1995,10/19/95,33.1,139.767,"YAENE, HACHIJO ISLAND",TOKYO,JAPAN,85,Japan
139.825,34.9189,2257,1995,12/3/95,34.9189,139.825,MERA,CHIBA,JAPAN,85,Kamchatka and Kuril Islands
139.767,33.1,2257,1995,12/3/95,33.1,139.767,"YAENE, HACHIJO ISLAND",TOKYO,JAPAN,85,Kamchatka and Kuril Islands
139.825,34.9189,2249,1995,7/30/95,34.9189,139.825,MERA,CHIBA,JAPAN,85,West Coast of South America
139.65,35.45,2249,1995,7/30/95,35.45,139.65,YOKOHAMA,KANAGAWA,JAPAN,85,West Coast of South America
138.2222,34.6083,2249,1995,7/30/95,34.6083,138.2222,OMAEZAKI,SHIZUOKA,JAPAN,85,West Coast of South America
138.517,35.017,2249,1995,7/30/95,35.017,138.517,SHIMIZU,WAKAYAMA,JAPAN,85,West Coast of South America
139.383,34.783,2249,1995,7/30/95,34.783,139.383,OKADA,TOKYO,JAPAN,85,West Coast of South America
138.883,35.017,2253,1995,10/18/95,35.017,138.883,UCHIURA,SHIZUOKA,JAPAN,85,Japan
138.883,35.017,2249,1995,7/30/95,35.017,138.883,UCHIURA,SHIZUOKA,JAPAN,85,West Coast of South America
139.825,34.9189,2254,1995,10/19/95,34.9189,139.825,MERA,CHIBA,JAPAN,85,Japan
140.7247,41.7187,2249,1995,7/30/95,41.7187,140.7247,HAKODATE,HOKKAIDO,JAPAN,85,West Coast of South America
140.7247,41.7187,2257,1995,12/3/95,41.7187,140.7247,HAKODATE,HOKKAIDO,JAPAN,85,Kamchatka and Kuril Islands
141.533,40.533,2257,1995,12/3/95,40.533,141.533,HACHINOHE,AOMORI,JAPAN,85,Kamchatka and Kuril Islands
141.5,38.3,2257,1995,12/3/95,38.3,141.5,AYUKAWA,MIYAGI,JAPAN,85,Kamchatka and Kuril Islands
141.533,40.533,2249,1995,7/30/95,40.533,141.533,HACHINOHE,AOMORI,JAPAN,85,West Coast of South America
141.5,38.3,2249,1995,7/30/95,38.3,141.5,AYUKAWA,MIYAGI,JAPAN,85,West Coast of South America
141.57,38.9,2249,1995,7/30/95,38.9,141.57,KESENNUMA,MIYAGI,JAPAN,85,West Coast of South America
141.75,39.017,2249,1995,7/30/95,39.017,141.75,OFUNATO,IWATE,JAPAN,85,West Coast of South America
141.75,39.017,2257,1995,12/3/95,39.017,141.75,OFUNATO,IWATE,JAPAN,85,Kamchatka and Kuril Islands
149.3,44.663,0,1995,12/3/95,44.663,149.3,S. KURIL ISLANDS, ,RUSSIA,86, 
145.5678,43.2781,2249,1995,7/30/95,43.2781,145.5678,HANASAKI,HOKKAIDO,JAPAN,85,West Coast of South America
144.3714,42.9756,2249,1995,7/30/95,42.9756,144.3714,KUSHIRO,HOKKAIDO,JAPAN,85,West Coast of South America
144.283,44.017,2257,1995,12/3/95,44.017,144.283,ABASHIRI,HOKKAIDO,JAPAN,85,Kamchatka and Kuril Islands
145.5678,43.2781,2257,1995,12/3/95,43.2781,145.5678,HANASAKI,HOKKAIDO,JAPAN,85,Kamchatka and Kuril Islands
144.3714,42.9756,2257,1995,12/3/95,42.9756,144.3714,KUSHIRO,HOKKAIDO,JAPAN,85,Kamchatka and Kuril Islands
145.583,43.35,2257,1995,12/3/95,43.35,145.583,NEMUROKO,HOKKAIDO,JAPAN,85,Kamchatka and Kuril Islands
142.1947,27.0939,2249,1995,7/30/95,27.0939,142.1947,CHICHIJIMA ISLAND,"BONIN IS, TOKYO",JAPAN,85,West Coast of South America
143.1,53.117,2247,1995,5/27/95,53.117,143.1,"SABO, SAKHALIN IS.",SAKHALIN,RUSSIA,86,Kamchatka and Kuril Islands
143.08,52.35,2247,1995,5/27/95,52.35,143.08,"VAL, SAKHALIN IS.",SAKHALIN,RUSSIA,86,Kamchatka and Kuril Islands
141.983,39.65,2249,1995,7/30/95,39.65,141.983,MIYAKO,IWATE,JAPAN,85,West Coast of South America
142.827,52.629,0,1995,5/27/95,52.629,142.827,SAKHALIN ISLAND, ,RUSSIA,86, 
142.1947,27.0939,2253,1995,10/18/95,27.0939,142.1947,CHICHIJIMA ISLAND,"BONIN IS, TOKYO",JAPAN,85,Japan
142.1947,27.0939,2254,1995,10/19/95,27.0939,142.1947,CHICHIJIMA ISLAND,"BONIN IS, TOKYO",JAPAN,85,Japan
142.1947,27.0939,2257,1995,12/3/95,27.0939,142.1947,CHICHIJIMA ISLAND,"BONIN IS, TOKYO",JAPAN,85,Kamchatka and Kuril Islands
142.767,42.167,2257,1995,12/3/95,42.167,142.767,URAKAWA,HOKKAIDO,JAPAN,85,Kamchatka and Kuril Islands
141.983,39.65,2257,1995,12/3/95,39.65,141.983,MIYAKO,IWATE,JAPAN,85,Kamchatka and Kuril Islands
-139.733,59.55,2249,1995,7/30/95,59.55,-139.733,"YAKUTAT, AK",AK,USA,87,West Coast of South America
166.617,19.283,2249,1995,7/30/95,19.283,166.617,WAKE ISLAND,UM,USA TERRITORY,80,West Coast of South America
-152.483,57.75,2249,1995,7/30/95,57.75,-152.483,"KODIAK, AK",AK,USA,87,West Coast of South America
-149.427,60.119,2249,1995,7/30/95,60.119,-149.427,"SEWARD, AK",AK,USA,87,West Coast of South America
174.103,52.731,2249,1995,7/30/95,52.731,174.103,"SHEMYA ISLAND, AK",AK,USA,87,West Coast of South America
-135.342,57.052,2249,1995,7/30/95,57.052,-135.342,"SITKA, AK",AK,USA,87,West Coast of South America
166.617,19.283,2257,1995,12/3/95,19.283,166.617,WAKE ISLAND,UM,USA TERRITORY,80,Kamchatka and Kuril Islands
174.103,52.731,2257,1995,12/3/95,52.731,174.103,"SHEMYA ISLAND, AK",AK,USA,87,Kamchatka and Kuril Islands
-156.477,20.895,2261,1996,2/21/96,20.895,-156.477,"KAHULUI, MAUI, HI",HI,USA,80,West Coast of South America
-157.867,21.3067,2263,1996,6/10/96,21.3067,-157.867,"HONOLULU, OAHU, HI",HI,USA,80,Alaska (including Aleutian Islands)
-156.477,20.895,2263,1996,6/10/96,20.895,-156.477,"KAHULUI, MAUI, HI",HI,USA,80,Alaska (including Aleutian Islands)
-159.36,21.927,2263,1996,6/10/96,21.927,-159.36,"NAWILIWILI, KAUAI, HI",HI,USA,80,Alaska (including Aleutian Islands)
-158.1055,21.593,2263,1996,6/10/96,21.593,-158.1055,"HALEIWA, OAHU, HI",HI,USA,80,Alaska (including Aleutian Islands)
-158.197,21.4498,2263,1996,6/10/96,21.4498,-158.197,"WAIANAE, OAHU, HI",HI,USA,80,Alaska (including Aleutian Islands)
-157.278,53.423,2263,1996,6/10/96,53.423,-157.278,"AK71 BPR, ALASKA ARRAY",AK,USA,87,Alaska (including Aleutian Islands)
-158.751,52.039,2263,1996,6/10/96,52.039,-158.751,"AK72 BPR, ALASKA ARRAY",AK,USA,87,Alaska (including Aleutian Islands)
-157.793,21.437,2263,1996,6/10/96,21.437,-157.793,"MOKUOLOE, OAHU, HI",HI,USA,80,Alaska (including Aleutian Islands)
-157.6688,21.3199,2263,1996,6/10/96,21.3199,-157.6688,"MAKAPUU POINT, OAHU, HI",HI,USA,80,Alaska (including Aleutian Islands)
-158.547,54.29,2263,1996,6/10/96,54.29,-158.547,"AK70 BPR, ALASKA ARRAY",AK,USA,87,Alaska (including Aleutian Islands)
-176.632,51.863,2263,1996,6/10/96,51.863,-176.632,"ADAK, SWEEPER COVE, AK",AK,USA,87,Alaska (including Aleutian Islands)
-160.502,55.337,2263,1996,6/10/96,55.337,-160.502,"SAND POINT, AK",AK,USA,87,Alaska (including Aleutian Islands)
-166.533,53.883,2263,1996,6/10/96,53.883,-166.533,"UNALASKA, DUTCH HARBOR, AK",AK,USA,87,Alaska (including Aleutian Islands)
-176.632,51.863,2264,1996,6/10/96,51.863,-176.632,"ADAK, SWEEPER COVE, AK",AK,USA,87,Alaska (including Aleutian Islands)
-169.5283,16.7363,2263,1996,6/10/96,16.7363,-169.5283,JOHNSTON ISLAND,HI,USA TERRITORY,80,Alaska (including Aleutian Islands)
-177.361,28.215,2263,1996,6/10/96,28.215,-177.361,MIDWAY ISLANDS,HI,USA TERRITORY,80,Alaska (including Aleutian Islands)
-159.58,21.91,2263,1996,6/10/96,21.91,-159.58,"PORT ALLEN, KAUAI, HI",HI,USA,80,Alaska (including Aleutian Islands)
-176.847,51.478,0,1996,6/10/96,51.478,-176.847,"ANDREANOF ISLANDS, AK",AK,USA,87, 
-177.632,51.564,0,1996,6/10/96,51.564,-177.632,"ANDREANOF ISLANDS, AK",AK,USA,87, 
-176.632,51.863,2260,1996,2/17/96,51.863,-176.632,"ADAK, SWEEPER COVE, AK",AK,USA,87,Indonesia (Pacific Ocean) and Malaysia
167.733,8.733,2263,1996,6/10/96,8.733,167.733,"KWAJALEIN, MARSHALL ISLANDS",MH,"MARSHALL ISLANDS, REP. OF",81,Alaska (including Aleutian Islands)
-70.333,-18.467,2269,1996,11/12/96,-18.467,-70.333,ARICA,ARICA,CHILE,89,West Coast of South America
-70.8247,-27.0644,2269,1996,11/12/96,-27.0644,-70.8247,CALDERA,COPIAPO,CHILE,89,West Coast of South America
-70.8247,-27.0644,2263,1996,6/10/96,-27.0644,-70.8247,CALDERA,COPIAPO,CHILE,89,Alaska (including Aleutian Islands)
-70.8247,-27.0644,2261,1996,2/21/96,-27.0644,-70.8247,CALDERA,COPIAPO,CHILE,89,West Coast of South America
-71.633,-33.033,2261,1996,2/21/96,-33.033,-71.633,VALPARAISO,VALPARAISO,CHILE,89,West Coast of South America
-75.675,-14.993,0,1996,11/12/96,-14.993,-75.675,S. PERU, ,PERU,89, 
-71.633,-33.033,2263,1996,6/10/96,-33.033,-71.633,VALPARAISO,VALPARAISO,CHILE,89,Alaska (including Aleutian Islands)
-70.333,-18.467,2261,1996,2/21/96,-18.467,-70.333,ARICA,ARICA,CHILE,89,West Coast of South America
125.26,24.79,2260,1996,2/17/96,24.79,125.26,MIYAKO ISLAND,OKINAWA,JAPAN,85,Indonesia (Pacific Ocean) and Malaysia
125.283,24.8,2260,1996,2/17/96,24.8,125.283,HIRARA,OKINAWA,JAPAN,85,Indonesia (Pacific Ocean) and Malaysia
124.167,24.333,2260,1996,2/17/96,24.333,124.167,ISHIGAKIKO,OKINAWA,JAPAN,85,Indonesia (Pacific Ocean) and Malaysia
127.667,26.217,2260,1996,2/17/96,26.217,127.667,NAHA,OKINAWA,JAPAN,85,Indonesia (Pacific Ocean) and Malaysia
-98.07,15.978,0,1996,2/25/96,15.978,-98.07,MEXICO, ,MEXICO,88, 
-111.02,18.73,2261,1996,2/21/96,18.73,-111.02,SOCORRO ISLAND, ,MEXICO,88,West Coast of South America
120.2373889,0.89505556,2259,1996,1/1/96,0.895056,120.237389,SIMUNTU,CENTRAL SULAWESI,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
135.826,-0.69,2260,1996,2/17/96,-0.69,135.826,"SANSUNDI, BIAK ISLAND",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
135.914,-0.773,2260,1996,2/17/96,-0.773,135.914,"SUAMBESI, BIAK ISLAND",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
135.923,-0.792,2260,1996,2/17/96,-0.792,135.923,"WARSA, BIAK ISLAND",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
136.106,-1.194,2260,1996,2/17/96,-1.194,136.106,"AIRPORT, BIAK ISLAND",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
136.019,-1.145,2260,1996,2/17/96,-1.145,136.019,"YENDIDORI, BIAK ISLAND",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
135.994,-1.145,2260,1996,2/17/96,-1.145,135.994,"INPENDI, BIAK ISLAND",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
136.3,-1.244,2260,1996,2/17/96,-1.244,136.3,AUKI ISLAND,PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
135.937,-1.144,2260,1996,2/17/96,-1.144,135.937,"URFU, BIAK ISLAND",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
136.048,-1.159,2260,1996,2/17/96,-1.159,136.048,"SORIDO, BIAK ISLAND",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
135.994,-1.144,2260,1996,2/17/96,-1.144,135.994,"ADOKI, BIAK ISLAND",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
135.907,-1.17,2260,1996,2/17/96,-1.17,135.907,"SAMBER, BIAK ISLAND",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
136.296,-1.055,2260,1996,2/17/96,-1.055,136.296,"SAURI, BIAK ISLAND",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
136.224,-1.172,2260,1996,2/17/96,-1.172,136.224,"BOSNIK, BIAK ISLAND",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
136.279,-1.152,2260,1996,2/17/96,-1.152,136.279,"SABA, BIAK ISLAND",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
136.327,-1.133,2260,1996,2/17/96,-1.133,136.327,"ANGGADUBER, BIAK ISLAND",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
136.355,-1.104,2260,1996,2/17/96,-1.104,136.355,"WARARI, BIAK ISLAND",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
135.825,-1.036,2260,1996,2/17/96,-1.036,135.825,"WARDO, BIAK ISLAND",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
135.795,-0.988,2260,1996,2/17/96,-0.988,135.795,"MAMORIBO, BIAK ISLAND",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
135.784,-0.939,2260,1996,2/17/96,-0.939,135.784,"MARODORI, BIAK ISLAND",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
135.812,-1.091,2260,1996,2/17/96,-1.091,135.812,"ARNINI, BIAK ISLAND",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
135.786,-0.938,2260,1996,2/17/96,-0.938,135.786,"MARDRI, BIAK ISLAND",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
135.496,-0.821,2260,1996,2/17/96,-0.821,135.496,RAYORI,PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
135.588,-0.837,2260,1996,2/17/96,-0.837,135.588,KORIDO,PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
135.701,-0.799,2260,1996,2/17/96,-0.799,135.701,MARSAM,PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
135.616,-0.678,2260,1996,2/17/96,-0.678,135.616,RASAIDORI,PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
135.63,-0.673,2260,1996,2/17/96,-0.673,135.63,KPUDORI,PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
136.199,-1.235,2260,1996,2/17/96,-1.235,136.199,"MORMSAO, OWI ISLAND",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
136.207,-1.233,2260,1996,2/17/96,-1.233,136.207,"KAWAWI, OWI ISLAND",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
136.219,-1.231,2260,1996,2/17/96,-1.231,136.219,"MARWAEMUM, OWI ISLAND",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
136.228,-1.232,2260,1996,2/17/96,-1.232,136.228,TANJUNG WASORI,PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
136.304,-1.244,2260,1996,2/17/96,-1.244,136.304,INSUMARIRES,PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
135.753,-0.739,2260,1996,2/17/96,-0.739,135.753,"WAYESI, BIAK ISLAND",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
119.9069722,0.48272222,2259,1996,1/1/96,0.482722,119.906972,PANGALASEANG ISLAND,CENTRAL SULAWESI,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
119.9308056,0.47616667,2259,1996,1/1/96,0.476167,119.930806,MUNTE,CENTRAL SULAWESI,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
135.764,-0.739,2260,1996,2/17/96,-0.739,135.764,"MANSOBEN, BIAK ISLAND",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
119.94775,0.47388889,2259,1996,1/1/96,0.473889,119.94775,LIMBOSU,CENTRAL SULAWESI,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
119.9577222,0.47597222,2259,1996,1/1/96,0.475972,119.957722,TONGGOLOBIBI,CENTRAL SULAWESI,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
119.9765556,0.47922222,2259,1996,1/1/96,0.479222,119.976556,TONGGOLOBIBI,CENTRAL SULAWESI,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
119.9781389,0.48094444,2259,1996,1/1/96,0.480944,119.978139,TONGGOLOBIBI,CENTRAL SULAWESI,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
119.9916667,0.483,2259,1996,1/1/96,0.483,119.991667,TAIPAH (RIVER MOUTH),CENTRAL SULAWESI,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
119.9976111,0.48288889,2259,1996,1/1/96,0.482889,119.997611,TAIPAH,CENTRAL SULAWESI,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
119.9977778,0.483,2259,1996,1/1/96,0.483,119.997778,TAIPAH,CENTRAL SULAWESI,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
120.0033056,0.48427778,2259,1996,1/1/96,0.484278,120.003306,TAIPAH,CENTRAL SULAWESI,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
120.0274444,0.49988889,2259,1996,1/1/96,0.499889,120.027444,SIBOANG,CENTRAL SULAWESI,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
120.0388611,0.551,2259,1996,1/1/96,0.551,120.038861,SIWALEMPU,CENTRAL SULAWESI,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
120.0369444,0.58133333,2259,1996,1/1/96,0.581333,120.036944,BALUKANG,CENTRAL SULAWESI,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
120.1910278,0.76588889,2259,1996,1/1/96,0.765889,120.191028,SONI,CENTRAL SULAWESI,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
120.2448889,0.82091667,2259,1996,1/1/96,0.820917,120.244889,DONGKO,CENTRAL SULAWESI,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
119.931,0.729,0,1996,1/1/96,0.729,119.931,SULAWESI, ,INDONESIA,83, 
136.076,-1.185,2260,1996,2/17/96,-1.185,136.076,"BIAK PORT, BIAK ISLAND",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
135.787,-0.966,2260,1996,2/17/96,-0.966,135.787,"FARUSI, WARDO, BIAK ISLAND",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
134.083,-0.867,2260,1996,2/17/96,-0.867,134.083,MANOKWARI,WEST PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
136.22,-1.229,2260,1996,2/17/96,-1.229,136.22,"OWI ISLAND, IRIAN JAYA",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
136.437,-1.22,2260,1996,2/17/96,-1.22,136.437,PAI ISLAND,PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
138.73,-1.85,2260,1996,2/17/96,-1.85,138.73,"SARMI, BIAK, IRIAN JAYA",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
135.6297,-0.67305,2260,1996,2/17/96,-0.67305,135.6297,"KPUDORI, SUPIORI IS, IRIAN JAYA",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
135.70108,-0.7988,2260,1996,2/17/96,-0.7988,135.70108,"MARSAM, SUPIORI IS, IRIAN JAYA",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
136.037,-0.861,2260,1996,2/17/96,-0.861,136.037,"WARI, BIAK ISLAND",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
138.25,-1.75,2260,1996,2/17/96,-1.75,138.25,"YAPEN ISLAND, IRIAN JAYA",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
136.035,-0.898,2260,1996,2/17/96,-0.898,136.035,"KORIM, BIAK ISLAND",PAPUA,INDONESIA,83,Indonesia (Pacific Ocean) and Malaysia
136.952,-0.891,0,1996,2/17/96,-0.891,136.952,IRIAN JAYA, ,INDONESIA,83, 
-155.0553,19.7303,2263,1996,6/10/96,19.7303,-155.0553,"HILO, HAWAII, HI",HI,USA,80,Alaska (including Aleutian Islands)
-155.829,20.0366,2263,1996,6/10/96,20.0366,-155.829,"KAWAIHAE, HAWAII, HI",HI,USA,80,Alaska (including Aleutian Islands)
-129.98,45.93,2263,1996,6/10/96,45.93,-129.98,"WC69 BPR, OFF OREGON COAST",OR,USA,88,Alaska (including Aleutian Islands)
-155.724,52.018,2263,1996,6/10/96,52.018,-155.724,"AK73 BPR, ALASKA ARRAY",AK,USA,87,Alaska (including Aleutian Islands)
-130,45.96,2263,1996,6/10/96,45.96,-130,"WC68 BPR, OFF OREGON COAST",OR,USA,88,Alaska (including Aleutian Islands)
-129.981,45.933,2263,1996,6/10/96,45.933,-129.981,"WC67 BPR, OFF OREGON COAST",OR,USA,88,Alaska (including Aleutian Islands)
-155.0553,19.7303,2261,1996,2/21/96,19.7303,-155.0553,"HILO, HAWAII, HI",HI,USA,80,West Coast of South America
-78.63,-8.97,2261,1996,2/21/96,-8.97,-78.63,RIO SANTA IV, ,PERU,89,West Coast of South America
-90.283,-0.433,2262,1996,2/25/96,-0.433,-90.283,"BALTRA ISLAND, GALAPAGOS ISLANDS", ,ECUADOR,89,West Coast of North and Central America
-170.689,-14.2766,2263,1996,6/10/96,-14.2766,-170.689,"PAGO PAGO, AMERICAN SAMOA",AS,USA TERRITORY,81,Alaska (including Aleutian Islands)
-109.45,-27.15,2266,1996,9/5/96,-27.15,-109.45,EASTER ISLAND,ISLA DE PASCUA,CHILE,89,West Coast of South America
-90.283,-0.433,2263,1996,6/10/96,-0.433,-90.283,"BALTRA ISLAND, GALAPAGOS ISLANDS", ,ECUADOR,89,Alaska (including Aleutian Islands)
-81.283,-4.583,2263,1996,6/10/96,-4.583,-81.283,TALARA, ,PERU,89,Alaska (including Aleutian Islands)
-113.436,-22.118,0,1996,9/5/96,-22.118,-113.436,EASTER ISLAND REGION, ,CHILE,89, 
-90.3117,-0.7533,2261,1996,2/21/96,-0.7533,-90.3117,"SANTA CRUZ I., GALAPAGOS ISLANDS", ,ECUADOR,89,West Coast of South America
-78.616,-9.083,2261,1996,2/21/96,-9.083,-78.616,CHIMBOTE, ,PERU,89,West Coast of South America
-80.717,-6.933,2263,1996,6/10/96,-6.933,-80.717,LOBOS DE AFUERA, ,PERU,89,Alaska (including Aleutian Islands)
-78.0531,-10.3261,2261,1996,2/21/96,-10.3261,-78.0531,BALNEARIA TOMBORERO, ,PERU,89,West Coast of South America
